@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute x numeric
@attribute y numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute avgSpeed numeric
@attribute avgAccel numeric
@attribute stdSpeed numeric
@attribute stdAccel numeric
@attribute timeBeforeDrawing numeric
@attribute timeDrawing numeric
@attribute timeBeforeEval numeric
@attribute selectedX numeric
@attribute selectedY numeric

@data
6443,'2019/05/07 18:02:02:769',20,368,402,4,-2.828427,2.828427,0.8,159,7.050314,2.423158,6.31133,2.958719,6841,5063,4982,0.804,0.04
6444,'2019/05/07 18:02:02:789',20,363,409,12,-6.974858,9.764801,1.142857,160,7.08125,2.415156,6.30361,2.951136,6872,5063,4982,0.804,0.04
6445,'2019/05/07 18:02:02:815',20,362,411,3,-1.341641,2.683281,1.5,161,7.055901,2.409472,6.292104,2.942783,6894,5063,4982,0.804,0.04
6446,'2019/05/07 18:02:02:839',20,361,412,2,-1.414214,1.414214,0.166667,162,7.024692,2.395628,6.285101,2.938916,6920,5063,4982,0.804,0.04
6447,'2019/05/07 18:02:02:868',20,360,413,2,-1.414214,1.414214,0,163,6.993865,2.38093,6.27802,2.935835,6946,5063,4982,0.804,0.04
6448,'2019/05/07 18:02:02:899',20,359,417,5,-1.212678,4.850713,0.5,164,6.981707,2.369462,6.26067,2.930497,6973,5063,4982,0.804,0.04
6449,'2019/05/07 18:02:02:918',20,355,422,9,-5.622255,7.027819,0.8,165,6.993939,2.35995,6.24353,2.924105,7005,5063,4982,0.804,0.04
6450,'2019/05/07 18:02:02:949',20,355,422,0,0,0,2.25,166,6.951807,2.359287,6.248208,2.915243,7025,5063,4982,0.804,0.04
6451,'2019/05/07 18:02:02:969',20,353,424,4,-2.828427,2.828427,0.8,167,6.934132,2.34995,6.233544,2.908952,7055,5063,4982,0.804,0.04
6452,'2019/05/07 18:02:02:991',20,351,428,6,-2.683281,5.366563,0.333333,168,6.928571,2.337946,6.215271,2.9044,7074,5063,4982,0.804,0.04
6453,'2019/05/07 18:02:03:019',20,348,431,6,-4.242641,4.242641,0,169,6.923077,2.324112,6.197158,2.901322,7095,5063,4982,0.804,0.04
6454,'2019/05/07 18:02:03:038',20,347,432,2,-1.414214,1.414214,0.5,170,6.894118,2.313382,6.190321,2.896106,7122,5063,4982,0.804,0.04
6455,'2019/05/07 18:02:03:067',20,347,432,0,0,0,0.5,171,6.853801,2.302778,6.194563,2.890903,7145,5063,4982,0.804,0.04
6456,'2019/05/07 18:02:03:088',20,344,436,7,-4.2,5.6,1.166667,172,6.854651,2.296172,6.176435,2.883739,7171,5063,4982,0.804,0.04
6457,'2019/05/07 18:02:03:118',20,341,437,4,-3.794733,1.264911,0.428571,173,6.838151,2.285377,6.162278,2.878849,7192,5063,4982,0.804,0.04
6458,'2019/05/07 18:02:03:139',20,340,438,2,-1.414214,1.414214,0.333333,174,6.810345,2.274158,6.155379,2.874327,7222,5063,4982,0.804,0.04
6459,'2019/05/07 18:02:03:166',20,337,438,3,-3,0,0.142857,175,6.788571,2.261979,6.144421,2.870581,7243,5063,4982,0.804,0.04
6460,'2019/05/07 18:02:03:188',20,328,439,10,-9.938837,1.104315,1.166667,176,6.806818,2.255756,6.131619,2.863558,7271,5063,4982,0.804,0.04
6461,'2019/05/07 18:02:03:217',20,323,439,5,-5,0,1,177,6.79661,2.248661,6.115683,2.856972,7294,5063,4982,0.804,0.04
6462,'2019/05/07 18:02:03:240',20,318,439,5,-5,0,0,178,6.786517,2.236028,6.099869,2.85387,7321,5063,4982,0.804,0.04
6463,'2019/05/07 18:02:03:269',20,313,439,5,-5,0,0,179,6.776536,2.223537,6.084176,2.850747,7343,5063,4982,0.804,0.04
6464,'2019/05/07 18:02:03:292',20,295,439,18,-18,0,2.166667,180,6.838889,2.223221,6.124558,2.842774,7374,5063,4982,0.804,0.04
6465,'2019/05/07 18:02:03:332',20,289,438,7,-6.904757,-1.150793,1.375,181,6.839779,2.218534,6.107534,2.835568,7395,5063,4982,0.804,0.04
6466,'2019/05/07 18:02:03:360',20,271,437,19,-18.970747,-1.05393,0.75,182,6.906593,2.210465,6.156976,2.829819,7429,5063,4982,0.804,0.04
6467,'2019/05/07 18:02:03:388',20,267,437,4,-4,0,1.25,183,6.89071,2.205217,6.143796,2.822927,7459,5063,4982,0.804,0.04
6468,'2019/05/07 18:02:03:417',20,253,435,16,-15.839191,-2.262742,1.714286,184,6.940217,2.202549,6.163679,2.815436,7492,5063,4982,0.804,0.04
6469,'2019/05/07 18:02:03:440',20,240,434,14,-13.958763,-1.073751,0.222222,185,6.978378,2.191844,6.168783,2.811548,7521,5063,4982,0.804,0.04
6470,'2019/05/07 18:02:03:468',20,232,433,9,-8.930501,-1.116313,0.555556,186,6.989247,2.183047,6.153872,2.806505,7542,5063,4982,0.804,0.04
6471,'2019/05/07 18:02:03:490',20,223,432,10,-9.938837,-1.104315,0.125,187,7.005348,2.172042,6.141257,2.802993,7571,5063,4982,0.804,0.04
6472,'2019/05/07 18:02:03:523',20,223,432,0,0,0,2.5,188,6.968085,2.173786,6.146086,2.795591,7597,5063,4982,0.804,0.04
6473,'2019/05/07 18:02:03:551',20,203,432,20,-20,0,2.222222,189,7.037037,2.174042,6.202582,2.788147,7626,5063,4982,0.804,0.04
6474,'2019/05/07 18:02:03:570',20,189,431,15,-14.961881,-1.068706,0.714286,190,7.078948,2.166359,6.213068,2.782778,7655,5063,4982,0.804,0.04
6475,'2019/05/07 18:02:03:601',20,189,431,0,0,0,3,191,7.041885,2.170724,6.217829,2.7761,7676,5063,4982,0.804,0.04
6476,'2019/05/07 18:02:03:622',20,176,430,14,-13.958763,-1.073751,2.333333,192,7.078125,2.171571,6.22182,2.768847,7706,5063,4982,0.804,0.04
6477,'2019/05/07 18:02:03:642',20,171,429,6,-5.883484,-1.176697,0.888889,193,7.072539,2.164925,6.206089,2.763172,7724,5063,4982,0.804,0.04
6478,'2019/05/07 18:02:03:671',20,150,426,24,-23.758787,-3.394113,2.571429,194,7.159794,2.167021,6.308168,2.756158,7745,5063,4982,0.804,0.04
6479,'2019/05/07 18:02:03:703',20,136,424,16,-15.839191,-2.262742,1,195,7.205128,2.161036,6.323658,2.750316,7775,5063,4982,0.804,0.04
6480,'2019/05/07 18:02:03:723',20,131,423,6,-5.883484,-1.176697,1.428571,196,7.198979,2.157299,6.308008,2.743754,7806,5063,4982,0.804,0.04
6481,'2019/05/07 18:02:03:754',20,131,423,0,0,0,1,197,7.162436,2.151424,6.312766,2.737987,7827,5063,4982,0.804,0.04
6482,'2019/05/07 18:02:03:792',20,123,422,9,-8.930501,-1.116313,1,198,7.171717,2.145609,6.298079,2.732255,7856,5063,4982,0.804,0.04
6483,'2019/05/07 18:02:03:815',20,123,422,0,0,0,0.375,199,7.135678,2.136711,6.302692,2.728235,7880,5063,4982,0.804,0.04
6484,'2019/05/07 18:02:03:843',20,123,422,0,0,0,0,200,7.1,2.126028,6.30705,2.725563,7913,5063,4982,0.804,0.04
6485,'2019/05/07 18:02:03:872',20,123,422,0,0,0,0,201,7.064677,2.11545,6.311164,2.722872,7946,5063,4982,0.804,0.04
6486,'2019/05/07 18:02:03:904',20,123,422,0,0,0,0,202,7.029703,2.104978,6.315036,2.720165,7977,5063,4982,0.804,0.04
6487,'2019/05/07 18:02:03:922',20,123,421,1,0,-1,0.111111,203,7,2.095156,6.313587,2.717029,8006,5063,4982,0.804,0.04
6488,'2019/05/07 18:02:07:032',21,190,372,0,0,0,0,1,0,0,0,0,1413,8032,1689,0.244,-0.68
6489,'2019/05/07 18:02:07:064',21,190,372,0,0,0,0,2,0,0,0,0,1413,8032,1689,0.244,-0.68
6490,'2019/05/07 18:02:07:098',21,193,370,5,4.160252,-2.773501,0,3,1.666667,0,2.886751,0,1447,8032,1689,0.244,-0.68
6491,'2019/05/07 18:02:07:133',21,206,336,47,16.78546,-43.900436,42,4,13,10.5,22.788885,21,1480,8032,1689,0.244,-0.68
6492,'2019/05/07 18:02:07:163',21,220,258,92,16.253094,-90.552948,45,5,28.799999,17.4,40.468506,23.849527,1515,8032,1689,0.244,-0.68
6493,'2019/05/07 18:02:07:183',21,221,211,48,1.021046,-47.98914,44,6,32,21.833334,37.035118,23.936722,1545,8032,1689,0.244,-0.68
6494,'2019/05/07 18:02:07:214',21,220,202,10,-1.104315,-9.938837,38,7,28.857143,24.142857,34.815842,22.689415,1565,8032,1689,0.244,-0.68
6495,'2019/05/07 18:02:07:235',21,216,185,21,-4.809826,-20.441761,0,8,27.875,21.125,32.352688,22.674324,1596,8032,1689,0.244,-0.68
6496,'2019/05/07 18:02:07:264',21,216,185,0,0,0,21,9,24.777779,21.111111,31.657455,21.20993,1617,8032,1689,0.244,-0.68
6497,'2019/05/07 18:02:07:300',21,213,207,25,-3.37783,24.770754,25,10,24.799999,21.5,29.847017,20.034693,1646,8032,1689,0.244,-0.68
6498,'2019/05/07 18:02:07:332',21,217,330,127,4.127899,126.932892,102,11,34.090908,28.818182,41.848431,30.827967,1682,8032,1689,0.244,-0.68
6499,'2019/05/07 18:02:07:364',21,230,498,181,13.964207,180.460526,54,12,46.333332,30.916666,58.228912,30.278879,1714,8032,1689,0.244,-0.68
6500,'2019/05/07 18:02:07:398',21,241,528,41,14.114441,38.493927,140,13,45.923077,39.307693,55.769558,41.901443,1746,8032,1689,0.244,-0.68
6501,'2019/05/07 18:02:07:429',21,248,523,12,9.764801,-6.974858,29,14,43.5,38.57143,54.343285,40.351749,1780,8032,1689,0.244,-0.68
6502,'2019/05/07 18:02:07:447',21,269,487,57,28.720648,-49.235394,0,15,44.400002,36,52.48238,40.139042,1812,8032,1689,0.244,-0.68
6503,'2019/05/07 18:02:07:479',21,280,457,41,14.114441,-38.493927,0,16,44.1875,33.75,50.709919,39.808708,1830,8032,1689,0.244,-0.68
6504,'2019/05/07 18:02:07:504',21,306,374,109,32.583324,-104.015999,0,17,48,31.764706,51.554585,39.404202,1862,8032,1689,0.244,-0.68
6505,'2019/05/07 18:02:07:533',21,308,363,13,2.325511,-12.790309,96,18,46.055557,35.333332,50.691074,41.116768,1886,8032,1689,0.244,-0.68
6506,'2019/05/07 18:02:07:565',21,312,353,14,5.19947,-12.998673,1,19,44.36842,33.526318,49.808762,40.727234,1915,8032,1689,0.244,-0.68
6507,'2019/05/07 18:02:07:597',21,313,355,3,1.341641,2.683281,0,20,42.299999,31.85,49.354893,40.34362,1947,8032,1689,0.244,-0.68
6508,'2019/05/07 18:02:07:632',21,330,405,67,21.567482,63.433773,0,21,43.476189,30.333334,48.406216,39.93161,1980,8032,1689,0.244,-0.68
6509,'2019/05/07 18:02:07:668',21,359,461,85,39.087612,75.479523,18,22,45.363636,29.772728,48.062012,39.057877,2013,8032,1689,0.244,-0.68
6510,'2019/05/07 18:02:07:698',21,388,465,33,32.690498,4.509034,52,23,44.826088,30.73913,47.027702,38.440296,2048,8032,1689,0.244,-0.68
6511,'2019/05/07 18:02:07:731',21,456,432,101,90.865326,-44.096409,0,24,47.166668,29.458334,47.401764,38.11536,2081,8032,1689,0.244,-0.68
6512,'2019/05/07 18:02:07:765',21,506,397,85,69.634712,-48.744297,16,25,48.68,28.92,47.01659,37.409805,2113,8032,1689,0.244,-0.68
6513,'2019/05/07 18:02:07:799',21,513,388,16,9.82305,-12.629636,0,26,47.423077,27.807692,46.510365,37.090179,2147,8032,1689,0.244,-0.68
6514,'2019/05/07 18:02:07:830',21,510,387,4,-3.794733,-1.264911,12,27,45.814816,27.222221,46.366467,36.496925,2181,8032,1689,0.244,-0.68
6515,'2019/05/07 18:02:07:852',21,474,382,41,-40.610184,-5.640304,37,28,45.642857,27.571428,45.508823,35.86232,2212,8032,1689,0.244,-0.68
6516,'2019/05/07 18:02:07:882',21,380,373,103,-102.531113,-9.816809,62,29,47.620689,28.758621,45.940498,35.791714,2234,8032,1689,0.244,-0.68
6517,'2019/05/07 18:02:07:915',21,176,381,212,-211.837173,8.307341,109,30,53.099998,31.433332,54.207359,38.098495,2264,8032,1689,0.244,-0.68
6518,'2019/05/07 18:02:07:947',21,89,400,106,-103.559166,22.616369,106,31,54.80645,33.838711,54.136509,39.780308,2297,8032,1689,0.244,-0.68
6519,'2019/05/07 18:02:07:967',21,86,401,4,-3.794733,1.264911,102,32,53.21875,35.96875,54.008198,40.946442,2329,8032,1689,0.244,-0.68
6520,'2019/05/07 18:02:07:999',21,86,401,0,0,0,4,33,51.60606,35,53.958862,40.683994,2348,8032,1689,0.244,-0.68
6521,'2019/05/07 18:02:08:032',21,94,397,12,10.733126,-5.366563,6,34,50.441177,34.14706,53.567398,40.370354,2381,8032,1689,0.244,-0.68
6522,'2019/05/07 18:02:08:066',21,172,377,98,94.929062,-24.340786,86,35,51.799999,35.628571,53.38253,40.726551,2413,8032,1689,0.244,-0.68
6523,'2019/05/07 18:02:08:099',21,362,344,223,219.710709,-38.160278,125,36,56.555557,38.111111,59.853363,42.815067,2448,8032,1689,0.244,-0.68
6524,'2019/05/07 18:02:08:132',21,466,320,128,124.722069,-28.782017,95,37,58.486488,39.648647,60.173649,43.23978,2481,8032,1689,0.244,-0.68
6525,'2019/05/07 18:02:08:166',21,492,311,35,33.074512,-11.44887,46.5,38,57.86842,39.828949,59.477074,42.665936,2513,8032,1689,0.244,-0.68
6526,'2019/05/07 18:02:08:198',21,491,310,2,-1.414214,-1.414214,33,39,56.435898,39.653847,59.367188,42.114994,2548,8032,1689,0.244,-0.68
6527,'2019/05/07 18:02:08:233',21,485,305,11,-8.450434,-7.042028,9,40,55.299999,38.887501,59.039833,41.853146,2580,8032,1689,0.244,-0.68
6528,'2019/05/07 18:02:08:264',21,469,281,40,-22.188007,-33.282013,14.5,41,54.92683,38.292683,58.346115,41.501804,2614,8032,1689,0.244,-0.68
6529,'2019/05/07 18:02:08:300',21,447,232,71,-29.080919,-64.771133,31,42,55.309525,38.119049,57.683529,41.008007,2646,8032,1689,0.244,-0.68
6530,'2019/05/07 18:02:08:333',21,407,173,99,-55.554672,-81.943138,14,43,56.325581,37.55814,57.380821,40.683475,2681,8032,1689,0.244,-0.68
6531,'2019/05/07 18:02:08:362',21,371,139,70,-50.890923,-48.063648,14.5,44,56.636364,37.034092,56.747128,40.35762,2714,8032,1689,0.244,-0.68
6532,'2019/05/07 18:02:08:386',21,355,131,24,-21.466251,-10.733126,46,45,55.91111,37.233334,56.309139,39.918751,2744,8032,1689,0.244,-0.68
6533,'2019/05/07 18:02:08:415',21,354,132,2,-1.414214,1.414214,22,46,54.739132,36.902172,56.24448,39.536568,2767,8032,1689,0.244,-0.68
6534,'2019/05/07 18:02:08:448',21,339,217,100,-17.378532,98.478355,49,47,55.702129,37.159573,56.020149,39.144253,2796,8032,1689,0.244,-0.68
6535,'2019/05/07 18:02:08:469',21,336,300,86,-3.106405,85.943878,7,48,56.333332,36.53125,55.59325,38.969486,2829,8032,1689,0.244,-0.68
6536,'2019/05/07 18:02:08:501',21,336,300,0,0,0,43,49,55.183674,36.663265,55.596638,38.572491,2850,8032,1689,0.244,-0.68
6537,'2019/05/07 18:02:08:533',21,346,360,70,11.507929,69.047577,70,50,55.48,37.330002,55.06628,38.466869,2883,8032,1689,0.244,-0.68
6538,'2019/05/07 18:02:08:566',21,372,382,48,36.64254,31.005228,22,51,55.333332,37.029411,54.522896,38.140713,2915,8032,1689,0.244,-0.68
6539,'2019/05/07 18:02:08:598',21,508,315,203,182.101151,-89.711594,77.5,52,58.173077,37.807693,57.739006,38.17968,2947,8032,1689,0.244,-0.68
6540,'2019/05/07 18:02:08:631',21,539,269,77,43.031715,-63.853512,63,53,58.528301,38.28302,57.239571,37.9688,2980,8032,1689,0.244,-0.68
6541,'2019/05/07 18:02:08:650',21,539,263,6,0,-6,71,54,57.555557,38.888889,57.145847,37.871517,3012,8032,1689,0.244,-0.68
6542,'2019/05/07 18:02:08:680',21,533,254,15,-8.320502,-12.480754,3,55,56.781818,38.236362,56.904305,37.830013,3031,8032,1689,0.244,-0.68
6543,'2019/05/07 18:02:08:701',21,484,241,62,-59.926815,-15.898952,15.666667,56,56.875,37.833336,56.388931,37.605663,3061,8032,1689,0.244,-0.68
6544,'2019/05/07 18:02:08:731',21,465,240,20,-19.972355,-1.051177,42,57,56.228069,37.906433,56.096226,37.272472,3082,8032,1689,0.244,-0.68
6545,'2019/05/07 18:02:08:761',21,365,251,111,-110.334488,12.136793,91,58,57.172413,38.821842,56.06517,37.596107,3113,8032,1689,0.244,-0.68
6546,'2019/05/07 18:02:08:786',21,262,311,163,-140.845535,82.045944,26,59,58.966103,38.604523,57.26194,37.307953,3142,8032,1689,0.244,-0.68
6547,'2019/05/07 18:02:08:812',21,256,322,17,-8.140486,14.924224,146,60,58.266666,40.394447,57.032509,39.503441,3167,8032,1689,0.244,-0.68
6548,'2019/05/07 18:02:08:837',21,256,330,8,0,8,9,61,57.442623,39.879784,56.920277,39.378551,3194,8032,1689,0.244,-0.68
6549,'2019/05/07 18:02:08:861',21,264,334,12,10.733126,5.366563,2,62,56.709679,39.268818,56.746021,39.349625,3218,8032,1689,0.244,-0.68
6550,'2019/05/07 18:02:08:886',21,274,336,12,11.766968,2.353394,0,63,56,38.645504,56.567688,39.343304,3243,8032,1689,0.244,-0.68
6551,'2019/05/07 18:02:08:917',21,316,337,43,42.98782,1.02352,15.5,64,55.796875,38.283855,56.140488,39.136894,3267,8032,1689,0.244,-0.68
6552,'2019/05/07 18:02:08:947',21,419,313,127,123.686684,-28.820198,42,65,56.892307,38.341026,56.395958,38.832668,3298,8032,1689,0.244,-0.68
6553,'2019/05/07 18:02:08:966',21,435,311,18,17.861002,-2.232625,109,66,56.303032,39.411617,56.16486,39.502193,3328,8032,1689,0.244,-0.68
6554,'2019/05/07 18:02:08:998',21,449,310,15,14.961881,-1.068706,1.5,67,55.686565,38.845772,55.965687,39.474453,3347,8032,1689,0.244,-0.68
6555,'2019/05/07 18:02:09:030',21,455,313,9,8.049845,4.024922,2,68,55,38.303925,55.834244,39.432732,3378,8032,1689,0.244,-0.68
6556,'2019/05/07 18:02:09:037',21,456,315,3,1.341641,2.683281,3,69,54.246376,37.792271,55.774605,39.371773,3395,8032,1689,0.244,-0.68
6557,'2019/05/07 18:02:09:063',21,457,325,11,1.094541,10.94541,2.666667,70,53.628571,37.290478,55.609711,39.310261,3417,8032,1689,0.244,-0.68
6558,'2019/05/07 18:02:09:090',21,457,340,15,0,15,2,71,53.084507,36.79343,55.401073,39.252548,3444,8032,1689,0.244,-0.68
6559,'2019/05/07 18:02:09:116',21,457,346,6,0,6,1.285714,72,52.430557,36.300266,55.288696,39.199135,3466,8032,1689,0.244,-0.68
6560,'2019/05/07 18:02:09:138',21,464,379,40,8.300168,39.129364,17,73,52.260273,36.035877,54.92268,38.991463,3497,8032,1689,0.244,-0.68
6561,'2019/05/07 18:02:09:163',21,465,383,5,1.212678,4.850713,17.5,74,51.62162,35.785393,54.821182,38.783382,3519,8032,1689,0.244,-0.68
6562,'2019/05/07 18:02:09:186',21,465,384,1,0,1,1.333333,75,50.946667,35.326031,54.762363,38.725315,3543,8032,1689,0.244,-0.68
6563,'2019/05/07 18:02:09:217',21,466,386,3,1.341641,2.683281,1,76,50.315788,34.874374,54.673386,38.667282,3567,8032,1689,0.244,-0.68
6564,'2019/05/07 18:02:09:237',21,479,403,30,18.223503,23.830736,6.75,77,50.051949,34.509121,54.361828,38.545525,3596,8032,1689,0.244,-0.68
6565,'2019/05/07 18:02:09:263',21,479,403,0,0,0,15,78,49.410255,34.259007,54.304199,38.35807,3618,8032,1689,0.244,-0.68
6566,'2019/05/07 18:02:09:286',21,498,393,29,25.662628,-13.506646,9.666667,79,49.151897,33.947712,54.003819,38.211697,3643,8032,1689,0.244,-0.68
6567,'2019/05/07 18:02:09:315',21,510,382,23,16.954546,-15.541667,3,80,48.825001,33.560863,53.740532,38.126408,3666,8032,1689,0.244,-0.68
6568,'2019/05/07 18:02:09:335',21,571,346,97,83.537117,-49.300594,18.5,81,49.419754,33.374928,53.671185,37.924313,3694,8032,1689,0.244,-0.68
6569,'2019/05/07 18:02:09:360',21,571,346,0,0,0,32.333332,82,48.817074,33.362225,53.617325,37.689655,3715,8032,1689,0.244,-0.68
6570,'2019/05/07 18:02:09:384',21,603,339,39,38.099098,-8.334178,39,83,48.698795,33.430149,53.300282,37.464249,3742,8032,1689,0.244,-0.68
6571,'2019/05/07 18:02:09:411',21,610,339,7,7,0,10.666667,84,48.202381,33.159157,53.173233,37.320614,3764,8032,1689,0.244,-0.68
6572,'2019/05/07 18:02:09:434',21,615,348,14,6.799001,12.238201,3.5,85,47.799999,32.810226,52.985806,37.237022,3792,8032,1689,0.244,-0.68
6573,'2019/05/07 18:02:09:462',21,618,355,10,3.939193,9.19145,1.333333,86,47.360466,32.444214,52.830673,37.172619,3814,8032,1689,0.244,-0.68
6574,'2019/05/07 18:02:09:487',21,625,385,37,8.407495,36.032124,13.5,87,47.241379,32.226463,52.534363,37.011642,3843,8032,1689,0.244,-0.68
6575,'2019/05/07 18:02:09:514',21,626,391,7,1.150793,6.904757,10,88,46.784092,31.97389,52.407444,36.874512,3867,8032,1689,0.244,-0.68
6576,'2019/05/07 18:02:09:549',21,626,391,0,0,0,3.5,89,46.258427,31.653959,52.344257,36.788418,3895,8032,1689,0.244,-0.68
6577,'2019/05/07 18:02:09:568',21,626,391,0,0,0,0,90,45.744446,31.302248,52.277252,36.733017,3928,8032,1689,0.244,-0.68
6578,'2019/05/07 18:02:09:597',21,626,391,0,0,0,0,91,45.241756,30.958267,52.206711,36.675461,3949,8032,1689,0.244,-0.68
6579,'2019/05/07 18:02:09:617',21,626,388,3,0,-3,1,92,44.782608,30.632635,52.105526,36.606876,3977,8032,1689,0.244,-0.68
6580,'2019/05/07 18:02:09:649',21,628,376,14,2.301586,-13.809514,5.5,93,44.451614,30.362391,51.919781,36.500542,3998,8032,1689,0.244,-0.68
6581,'2019/05/07 18:02:09:666',21,631,336,43,3.215968,-42.87957,7.25,94,44.436169,30.116514,51.64011,36.381954,4029,8032,1689,0.244,-0.68
6582,'2019/05/07 18:02:09:688',21,631,336,0,0,0,14.333333,95,43.968422,29.950375,51.566616,36.224129,4046,8032,1689,0.244,-0.68
6583,'2019/05/07 18:02:09:710',21,630,292,45,-1.022463,-44.98838,15,96,43.979168,29.794641,51.294605,36.065262,4068,8032,1689,0.244,-0.68
6584,'2019/05/07 18:02:09:737',21,610,179,133,-23.179564,-130.964523,44,97,44.896908,29.94109,51.821106,35.905918,4091,8032,1689,0.244,-0.68
6585,'2019/05/07 18:02:09:763',21,600,134,55,-11.931175,-53.690289,26,98,45,29.900873,51.563393,35.722572,4117,8032,1689,0.244,-0.68
6586,'2019/05/07 18:02:09:787',21,592,82,60,-9.123431,-59.302303,1.666667,99,45.151516,29.615681,51.321781,35.652943,4143,8032,1689,0.244,-0.68
6587,'2019/05/07 18:02:09:814',21,592,81,1,0,-1,11.8,100,44.709999,29.437525,51.252453,35.517143,4165,8032,1689,0.244,-0.68
6588,'2019/05/07 18:02:09:837',21,592,79,2,0,-2,0.25,101,44.287128,29.148539,51.172321,35.458244,4193,8032,1689,0.244,-0.68
6589,'2019/05/07 18:02:09:862',21,591,78,2,-1.414214,-1.414214,0,102,43.872547,28.862768,51.090225,35.400124,4215,8032,1689,0.244,-0.68
6590,'2019/05/07 18:02:09:888',21,591,78,0,0,0,1,103,43.446602,28.592257,51.022629,35.332985,4243,8032,1689,0.244,-0.68
6591,'2019/05/07 18:02:09:913',21,591,78,0,0,0,0,104,43.028847,28.317331,50.952759,35.272652,4269,8032,1689,0.244,-0.68
6592,'2019/05/07 18:02:09:934',21,591,78,0,0,0,0,105,42.619049,28.047642,50.880779,35.211273,4293,8032,1689,0.244,-0.68
6593,'2019/05/07 18:02:09:963',21,591,78,0,0,0,0,106,42.21698,27.783041,50.806831,35.14893,4314,8032,1689,0.244,-0.68
6594,'2019/05/07 18:02:09:986',21,591,78,0,0,0,0,107,41.82243,27.523388,50.731037,35.085701,4343,8032,1689,0.244,-0.68
6595,'2019/05/07 18:02:10:011',21,591,78,0,0,0,0,108,41.435184,27.268541,50.653538,35.021645,4365,8032,1689,0.244,-0.68
6596,'2019/05/07 18:02:10:035',21,591,78,0,0,0,0,109,41.055046,27.018372,50.574455,34.956844,4393,8032,1689,0.244,-0.68
6597,'2019/05/07 18:02:10:063',21,591,78,0,0,0,0,110,40.68182,26.772749,50.493874,34.891342,4415,8032,1689,0.244,-0.68
6598,'2019/05/07 18:02:14:260',22,363,315,0,0,0,0,1,0,0,0,0,931,4446,3247,1,-0.856
6599,'2019/05/07 18:02:14:278',22,363,315,0,0,0,0,2,0,0,0,0,931,4446,3247,1,-0.856
6600,'2019/05/07 18:02:14:301',22,363,315,0,0,0,0,3,0,0,0,0,949,4446,3247,1,-0.856
6601,'2019/05/07 18:02:14:331',22,363,313,2,0,-2,2,4,0.5,0.5,1,1,971,4446,3247,1,-0.856
6602,'2019/05/07 18:02:14:365',22,363,313,0,0,0,0,5,0.4,0.4,0.894427,0.894427,1002,4446,3247,1,-0.856
6603,'2019/05/07 18:02:14:394',22,361,308,7,-2.599735,-6.499337,0,6,1.5,0.333333,2.810694,0.816497,1036,4446,3247,1,-0.856
6604,'2019/05/07 18:02:14:413',22,355,303,11,-8.450434,-7.042028,0,7,2.857143,0.285714,4.413184,0.755929,1065,4446,3247,1,-0.856
6605,'2019/05/07 18:02:14:434',22,352,301,5,-4.160252,-2.773501,0,8,3.125,0.25,4.155461,0.707107,1084,4446,3247,1,-0.856
6606,'2019/05/07 18:02:14:461',22,347,299,7,-6.499337,-2.599735,2,9,3.555556,0.444444,4.096069,0.881917,1105,4446,3247,1,-0.856
6607,'2019/05/07 18:02:14:479',22,338,295,13,-11.87955,-5.2798,6,10,4.5,1,4.881939,1.943651,1131,4446,3247,1,-0.856
6608,'2019/05/07 18:02:14:499',22,335,293,5,-4.160252,-2.773501,8,11,4.545455,1.636364,4.633867,2.802596,1149,4446,3247,1,-0.856
6609,'2019/05/07 18:02:14:526',22,331,288,9,-5.622255,-7.027819,4,12,4.916667,1.833333,4.601548,2.757909,1170,4446,3247,1,-0.856
6610,'2019/05/07 18:02:14:546',22,327,280,12,-5.366563,-10.733126,3,13,5.461538,1.923077,4.823819,2.660249,1197,4446,3247,1,-0.856
6611,'2019/05/07 18:02:14:564',22,327,278,2,0,-2,0,14,5.214286,1.785714,4.726009,2.607049,1217,4446,3247,1,-0.856
6612,'2019/05/07 18:02:14:598',22,325,271,9,-2.47249,-8.653715,0,15,5.466667,1.666667,4.657815,2.554175,1234,4446,3247,1,-0.856
6613,'2019/05/07 18:02:14:620',22,326,263,9,1.116313,-8.930501,0,16,5.6875,1.5625,4.585757,2.502499,1268,4446,3247,1,-0.856
6614,'2019/05/07 18:02:14:645',22,327,261,3,1.341641,-2.683281,6,17,5.529412,1.823529,4.487728,2.651304,1290,4446,3247,1,-0.856
6615,'2019/05/07 18:02:14:666',22,328,259,3,1.341641,-2.683281,0,18,5.388889,1.722222,4.394367,2.607806,1315,4446,3247,1,-0.856
6616,'2019/05/07 18:02:14:694',22,329,259,1,1,0,0,19,5.157895,1.631579,4.387649,2.564946,1336,4446,3247,1,-0.856
6617,'2019/05/07 18:02:14:714',22,332,259,3,3,0,0,20,5.05,1.55,4.297796,2.523051,1365,4446,3247,1,-0.856
6618,'2019/05/07 18:02:14:745',22,333,260,2,1.414214,1.414214,1,21,4.904762,1.52381,4.241518,2.462094,1384,4446,3247,1,-0.856
