@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute x numeric
@attribute y numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute avgSpeed numeric
@attribute avgAccel numeric
@attribute stdSpeed numeric
@attribute stdAccel numeric
@attribute timeBeforeDrawing numeric
@attribute timeDrawing numeric
@attribute timeBeforeEval numeric
@attribute selectedX numeric
@attribute selectedY numeric

@data
6086,'2019/05/07 18:01:41:417',18,424,128,2,0,-2,5.5,40,73.900002,58.275002,74.891983,69.381424,2204,4986,5191,0.184,0.12
6087,'2019/05/07 18:01:41:449',18,425,140,13,1.079591,12.955095,11,41,72.414635,57.121952,74.559021,68.90535,2228,4986,5191,0.184,0.12
6088,'2019/05/07 18:01:41:485',18,440,242,117,17.022797,115.75502,52,42,73.476189,57,73.964806,68.064438,2260,4986,5191,0.184,0.12
6089,'2019/05/07 18:01:41:512',18,471,392,181,36.632538,177.254211,32,43,75.976746,56.418606,74.895966,67.357246,2296,4986,5191,0.184,0.12
6090,'2019/05/07 18:01:41:533',18,475,407,19,4.89559,18.358463,81,44,74.681816,56.977272,74.516663,66.672493,2322,4986,5191,0.184,0.12
6091,'2019/05/07 18:01:41:559',18,484,387,29,11.900575,-26.445723,3.333333,45,73.666664,55.785183,73.979103,66.393837,2343,4986,5191,0.184,0.12
6092,'2019/05/07 18:01:41:579',18,489,366,26,6.022134,-25.292963,1.5,46,72.630432,54.605072,73.489334,66.138077,2370,4986,5191,0.184,0.12
6093,'2019/05/07 18:01:41:599',18,504,292,89,17.680956,-87.226051,63,47,72.978722,54.783688,72.725357,65.426689,2390,4986,5191,0.184,0.12
6094,'2019/05/07 18:01:41:625',18,508,248,48,4.345716,-47.802876,20.5,48,72.458336,54.069443,72.037796,64.915794,2410,4986,5191,0.184,0.12
6095,'2019/05/07 18:01:41:643',18,504,175,77,-4.212859,-76.884666,29,49,72.551018,53.557823,71.286415,64.335785,2437,4986,5191,0.184,0.12
6096,'2019/05/07 18:01:41:663',18,504,173,2,0,-2,37.5,50,71.139999,53.236664,71.257233,63.716408,2454,4986,5191,0.184,0.12
6097,'2019/05/07 18:01:41:693',18,504,173,0,0,0,1,51,69.745094,52.212418,71.240952,63.498722,2474,4986,5191,0.184,0.12
6098,'2019/05/07 18:01:41:714',18,502,176,5,-2.773501,4.160252,5,52,68.5,51.304485,71.108177,63.213074,2504,4986,5191,0.184,0.12
6099,'2019/05/07 18:01:41:749',18,497,182,11,-7.042028,8.450434,3,53,67.415092,50.393082,70.862663,62.952942,2524,4986,5191,0.184,0.12
6100,'2019/05/07 18:01:41:779',18,409,259,165,-124.175156,108.653259,77,54,69.222221,50.885799,71.436119,62.461258,2559,4986,5191,0.184,0.12
6101,'2019/05/07 18:01:41:810',18,384,269,35,-32.496685,12.998674,65,55,68.599998,51.142422,70.92186,61.90947,2590,4986,5191,0.184,0.12
6102,'2019/05/07 18:01:41:833',18,337,277,55,-54.220161,9.228964,20,56,68.35714,50.586308,70.297653,61.485069,2621,4986,5191,0.184,0.12
6103,'2019/05/07 18:01:41:859',18,318,281,23,-22.506643,4.738241,16,57,67.561401,49.97953,69.925728,61.105587,2644,4986,5191,0.184,0.12
6104,'2019/05/07 18:01:41:881',18,318,285,4,0,4,19,58,66.465515,49.4454,69.810326,60.703651,2671,4986,5191,0.184,0.12
6105,'2019/05/07 18:01:41:910',18,319,289,5,1.212678,4.850713,0.5,59,65.423729,48.615818,69.666992,60.514496,2692,4986,5191,0.184,0.12
6106,'2019/05/07 18:01:41:932',18,321,300,13,2.325511,12.790309,4,60,64.550003,47.872219,69.404831,60.275299,2721,4986,5191,0.184,0.12
6107,'2019/05/07 18:01:41:958',18,335,328,42,18.78297,37.565941,9.666667,61,64.180328,47.245903,68.88456,59.970734,2742,4986,5191,0.184,0.12
6108,'2019/05/07 18:01:41:979',18,378,358,73,59.869267,41.769257,15.5,62,64.322578,46.733871,68.32679,59.613644,2769,4986,5191,0.184,0.12
6109,'2019/05/07 18:01:42:008',18,387,359,10,9.938837,1.104315,31.5,63,63.460316,46.492062,68.118225,59.16206,2790,4986,5191,0.184,0.12
6110,'2019/05/07 18:01:42:029',18,405,343,34,25.411917,-22.588371,12,64,63,45.953125,67.675697,58.848789,2819,4986,5191,0.184,0.12
6111,'2019/05/07 18:01:42:045',18,418,295,61,15.946344,-58.878807,9,65,62.969231,45.384617,67.145363,58.56686,2839,4986,5191,0.184,0.12
6112,'2019/05/07 18:01:42:077',18,422,258,41,4.406755,-40.762489,20,66,62.636364,45,66.681709,58.19854,2857,4986,5191,0.184,0.12
6113,'2019/05/07 18:01:42:100',18,396,176,108,-32.642338,-102.948906,22.333334,67,63.313435,44.66169,66.406288,57.822308,2887,4986,5191,0.184,0.12
6114,'2019/05/07 18:01:42:125',18,364,159,49,-43.272671,-22.988607,19.666666,68,63.10294,44.294117,65.931702,57.469162,2910,4986,5191,0.184,0.12
6115,'2019/05/07 18:01:42:147',18,350,160,15,-14.961881,1.068706,17,69,62.405796,43.898552,65.700821,57.139584,2936,4986,5191,0.184,0.12
6116,'2019/05/07 18:01:42:166',18,330,175,35,-28,21,10,70,62.014286,43.414288,65.305199,56.868538,2958,4986,5191,0.184,0.12
6117,'2019/05/07 18:01:42:192',18,319,196,32,-14.848224,28.346609,1,71,61.591549,42.816902,64.934822,56.684811,2976,4986,5191,0.184,0.12
6118,'2019/05/07 18:01:42:215',18,301,280,102,-21.371967,99.73584,35,72,62.152779,42.708332,64.651543,56.291733,3003,4986,5191,0.184,0.12
6119,'2019/05/07 18:01:42:243',18,307,313,39,6.976532,38.370926,21,73,61.835617,42.410957,64.258156,55.957176,3025,4986,5191,0.184,0.12
6120,'2019/05/07 18:01:42:264',18,322,317,19,18.358463,4.89559,10,74,61.256756,41.972973,64.010498,55.700157,3054,4986,5191,0.184,0.12
6121,'2019/05/07 18:01:42:293',18,329,315,9,8.653715,-2.47249,3.333333,75,60.560001,41.457775,63.862236,55.502159,3074,4986,5191,0.184,0.12
6122,'2019/05/07 18:01:42:318',18,343,301,28,19.79899,-19.79899,9.5,76,60.13158,41.037281,63.544918,55.252632,3104,4986,5191,0.184,0.12
6123,'2019/05/07 18:01:42:343',18,340,301,3,-3,0,12.5,77,59.38961,40.666664,63.460346,54.984177,3128,4986,5191,0.184,0.12
6124,'2019/05/07 18:01:42:366',18,338,301,2,-2,0,0.333333,78,58.653847,40.14957,63.380901,54.816547,3154,4986,5191,0.184,0.12
6125,'2019/05/07 18:01:42:395',18,336,304,5,-2.773501,4.160252,0.75,79,57.974682,39.650841,63.261959,54.644115,3175,4986,5191,0.184,0.12
6126,'2019/05/07 18:01:42:417',18,331,332,33,-5.801091,32.486111,7,80,57.662498,39.242706,62.922279,54.419739,3204,4986,5191,0.184,0.12
6127,'2019/05/07 18:01:42:443',18,334,347,18,3.530091,17.650454,3.75,81,57.17284,38.804523,62.682892,54.222157,3226,4986,5191,0.184,0.12
6128,'2019/05/07 18:01:42:465',18,339,351,9,7.027819,5.622255,4.5,82,56.585365,38.386177,62.521503,54.019413,3254,4986,5191,0.184,0.12
6129,'2019/05/07 18:01:42:494',18,341,352,3,2.683281,1.341641,2,83,55.939758,37.947788,62.41684,53.837364,3275,4986,5191,0.184,0.12
6130,'2019/05/07 18:01:42:515',18,349,351,9,8.930501,-1.116313,3,84,55.380951,37.531746,62.25074,53.647728,3305,4986,5191,0.184,0.12
6131,'2019/05/07 18:01:42:543',18,350,351,1,1,0,2,85,54.741177,37.113724,62.159584,53.46653,3325,4986,5191,0.184,0.12
6132,'2019/05/07 18:01:42:565',18,350,351,0,0,0,0.5,86,54.104652,36.687984,62.074165,53.29752,3354,4986,5191,0.184,0.12
6133,'2019/05/07 18:01:42:600',18,350,351,0,0,0,0,87,53.482758,36.266281,61.984215,53.132545,3375,4986,5191,0.184,0.12
6134,'2019/05/07 18:01:42:628',18,350,351,0,0,0,0,88,52.875,35.854164,61.89006,52.967575,3408,4986,5191,0.184,0.12
6135,'2019/05/07 18:01:42:650',18,350,351,0,0,0,0,89,52.280899,35.451309,61.79216,52.802719,3438,4986,5191,0.184,0.12
6136,'2019/05/07 18:01:42:678',18,350,351,0,0,0,0,90,51.700001,35.057407,61.690662,52.63805,3460,4986,5191,0.184,0.12
6137,'2019/05/07 18:01:42:699',18,350,351,0,0,0,0,91,51.131866,34.672161,61.585941,52.473648,3488,4986,5191,0.184,0.12
6138,'2019/05/07 18:01:42:726',18,350,351,0,0,0,0,92,50.576088,34.295288,61.478168,52.309589,3508,4986,5191,0.184,0.12
6139,'2019/05/07 18:01:42:750',18,350,351,0,0,0,0,93,50.032257,33.926521,61.367645,52.145924,3537,4986,5191,0.184,0.12
6140,'2019/05/07 18:01:42:776',18,350,351,0,0,0,0,94,49.5,33.565601,61.254581,51.982727,3559,4986,5191,0.184,0.12
6141,'2019/05/07 18:01:42:798',18,350,351,0,0,0,0,95,48.978947,33.21228,61.139187,51.820038,3586,4986,5191,0.184,0.12
6142,'2019/05/07 18:01:42:833',18,350,351,0,0,0,0,96,48.46875,32.866318,61.021637,51.657902,3608,4986,5191,0.184,0.12
6143,'2019/05/07 18:01:42:853',18,350,351,0,0,0,0,97,47.96907,32.527489,60.902153,51.49638,3637,4986,5191,0.184,0.12
6144,'2019/05/07 18:01:42:879',18,350,351,0,0,0,0,98,47.479591,32.195576,60.780888,51.335522,3659,4986,5191,0.184,0.12
6145,'2019/05/07 18:01:42:898',18,350,351,0,0,0,0,99,47,31.870369,60.657955,51.175323,3688,4986,5191,0.184,0.12
6146,'2019/05/07 18:01:42:926',18,350,351,0,0,0,0,100,46.529999,31.551664,60.533554,51.015854,3708,4986,5191,0.184,0.12
6147,'2019/05/07 18:01:42:948',18,350,351,0,0,0,0,101,46.069305,31.239273,60.40781,50.857132,3737,4986,5191,0.184,0.12
6148,'2019/05/07 18:01:42:976',18,350,351,0,0,0,0,102,45.617645,30.933004,60.280861,50.699177,3759,4986,5191,0.184,0.12
6149,'2019/05/07 18:01:42:996',18,350,351,0,0,0,0,103,45.174759,30.632685,60.152805,50.542027,3787,4986,5191,0.184,0.12
6150,'2019/05/07 18:01:43:015',18,350,351,0,0,0,0,104,44.740383,30.338139,60.023758,50.385704,3806,4986,5191,0.184,0.12
6151,'2019/05/07 18:01:43:049',18,350,351,0,0,0,0,105,44.314285,30.049204,59.89386,50.230206,3826,4986,5191,0.184,0.12
6152,'2019/05/07 18:01:43:070',18,350,351,0,0,0,0,106,43.896225,29.765722,59.763165,50.075588,3855,4986,5191,0.184,0.12
6153,'2019/05/07 18:01:43:099',18,350,351,0,0,0,0,107,43.485981,29.487537,59.631794,49.921814,3881,4986,5191,0.184,0.12
6154,'2019/05/07 18:01:47:493',19,170,268,0,0,0,0,1,0,0,0,0,1657,3912,2727,1,-0.716
6155,'2019/05/07 18:01:47:510',19,171,269,2,1.414214,1.414214,0,2,1,0,1.414214,0,1657,3912,2727,1,-0.716
6156,'2019/05/07 18:01:47:530',19,172,269,1,1,0,0,3,1,0,1,0,1674,3912,2727,1,-0.716
6157,'2019/05/07 18:01:47:557',19,179,272,10,9.19145,3.939193,0,4,3.25,0,4.573474,0,1693,3912,2727,1,-0.716
6158,'2019/05/07 18:01:47:577',19,196,277,22,21.106041,6.207659,0,5,7,0,9.273619,0,1721,3912,2727,1,-0.716
6159,'2019/05/07 18:01:47:600',19,201,278,6,5.883484,1.176697,16,6,6.833333,2.666667,8.304617,6.531972,1740,3912,2727,1,-0.716
6160,'2019/05/07 18:01:47:625',19,222,280,23,22.896397,2.180609,17,7,9.142858,4.714286,9.737019,8.056349,1763,3912,2727,1,-0.716
6161,'2019/05/07 18:01:47:647',19,231,281,10,9.938837,1.104315,13,8,9.25,5.75,9.019819,8.013382,1788,3912,2727,1,-0.716
6162,'2019/05/07 18:01:47:674',19,242,282,12,11.950719,1.086429,2,9,9.555555,5.333333,8.486917,7.599342,1811,3912,2727,1,-0.716
6163,'2019/05/07 18:01:47:693',19,271,284,31,30.92654,2.132865,0,10,11.7,4.8,10.488618,7.360556,1838,3912,2727,1,-0.716
6164,'2019/05/07 18:01:47:712',19,286,285,16,15.964562,1.064304,0,11,12.090909,4.363636,10.034486,7.131238,1857,3912,2727,1,-0.716
6165,'2019/05/07 18:01:47:741',19,301,285,15,15,0,1,12,12.333333,4.083333,9.604292,6.868351,1875,3912,2727,1,-0.716
6166,'2019/05/07 18:01:47:765',19,318,286,18,17.968939,1.056996,3,13,12.769231,4,9.328753,6.582806,1903,3912,2727,1,-0.716
6167,'2019/05/07 18:01:47:794',19,318,286,0,0,0,18,14,11.857142,5,9.590517,7.348469,1928,3912,2727,1,-0.716
6168,'2019/05/07 18:01:47:815',19,362,282,48,47.802876,-4.345716,0,15,14.266666,4.666667,13.133743,7.197883,1958,3912,2727,1,-0.716
6169,'2019/05/07 18:01:47:849',19,371,280,11,10.738058,-2.386235,37,16,14.0625,6.6875,12.714657,10.662825,1978,3912,2727,1,-0.716
6170,'2019/05/07 18:01:47:880',19,376,277,8,6.859944,-4.115966,1.5,17,13.705882,6.382353,12.398411,10.400616,2011,3912,2727,1,-0.716
6171,'2019/05/07 18:01:47:910',19,381,272,10,7.071068,-7.071068,2,18,13.5,6.138889,12.059899,10.142812,2043,3912,2727,1,-0.716
6172,'2019/05/07 18:01:47:929',19,381,267,5,0,-5,0,19,13.052631,5.81579,11.881235,9.957145,2074,3912,2727,1,-0.716
6173,'2019/05/07 18:01:47:959',19,380,263,5,-1.212678,-4.850713,0,20,12.65,5.525,11.703688,9.778434,2093,3912,2727,1,-0.716
6174,'2019/05/07 18:01:47:982',19,378,257,8,-2.529822,-7.589466,3,21,12.428572,5.404762,11.452386,9.546752,2122,3912,2727,1,-0.716
6175,'2019/05/07 18:01:48:013',19,376,255,4,-2.828427,-2.828427,0,22,12.045455,5.159091,11.319924,9.387664,2145,3912,2727,1,-0.716
6176,'2019/05/07 18:01:48:046',19,373,254,4,-3.794733,-1.264911,0,23,11.695652,4.934783,11.186172,9.234697,2176,3912,2727,1,-0.716
6177,'2019/05/07 18:01:48:074',19,366,253,8,-7.919596,-1.131371,4,24,11.541667,4.895833,10.966269,9.033729,2209,3912,2727,1,-0.716
6178,'2019/05/07 18:01:48:097',19,351,259,21,-19.498011,7.799204,13,25,11.92,5.22,10.900764,8.990829,2238,3912,2727,1,-0.716
6179,'2019/05/07 18:01:48:126',19,342,272,22,-12.52262,18.088228,1,26,12.307693,5.057693,10.861931,8.847967,2260,3912,2727,1,-0.716
6180,'2019/05/07 18:01:48:149',19,339,279,10,-3.939193,9.19145,12,27,12.222222,5.314815,10.660254,8.778414,2289,3912,2727,1,-0.716
6181,'2019/05/07 18:01:48:176',19,336,285,9,-4.024922,8.049845,1,28,12.107142,5.160714,10.478688,8.652823,2311,3912,2727,1,-0.716
6182,'2019/05/07 18:01:48:197',19,328,301,24,-10.733126,21.466251,15,29,12.517241,5.5,10.524193,8.691129,2339,3912,2727,1,-0.716
6183,'2019/05/07 18:01:48:226',19,322,312,17,-8.140486,14.924224,7,30,12.666667,5.55,10.373485,8.544357,2360,3912,2727,1,-0.716
6184,'2019/05/07 18:01:48:248',19,313,321,18,-12.727921,12.727921,1,31,12.83871,5.403226,10.244013,8.440399,2389,3912,2727,1,-0.716
6185,'2019/05/07 18:01:48:276',19,310,321,3,-3,0,7.5,32,12.53125,5.46875,10.226418,8.311416,2410,3912,2727,1,-0.716
6186,'2019/05/07 18:01:48:296',19,309,320,2,-1.414214,-1.414214,1,33,12.212121,5.333333,10.23095,8.217423,2438,3912,2727,1,-0.716
6187,'2019/05/07 18:01:48:329',19,305,316,8,-5.656854,-5.656854,6,34,12.088235,5.352941,10.100608,8.092767,2459,3912,2727,1,-0.716
6188,'2019/05/07 18:01:48:349',19,292,302,27,-18.372181,-19.785425,6.333333,35,12.514286,5.380952,10.265222,7.974588,2489,3912,2727,1,-0.716
6189,'2019/05/07 18:01:48:376',19,288,297,9,-5.622255,-7.027819,18,36,12.416667,5.731482,10.134452,8.136365,2512,3912,2727,1,-0.716
6190,'2019/05/07 18:01:48:398',19,282,283,20,-7.878386,-18.3829,11,37,12.621622,5.873874,10.070174,8.069184,2539,3912,2727,1,-0.716
6191,'2019/05/07 18:01:48:425',19,282,273,10,0,-10,5,38,12.552631,5.850877,9.942259,7.960657,2560,3912,2727,1,-0.716
6192,'2019/05/07 18:01:48:445',19,283,261,13,1.079591,-12.955095,1.5,39,12.564102,5.739316,9.810829,7.886049,2587,3912,2727,1,-0.716
6193,'2019/05/07 18:01:48:462',19,287,257,8,5.656854,-5.656854,5,40,12.45,5.720833,9.711082,7.785167,2608,3912,2727,1,-0.716
6194,'2019/05/07 18:01:48:480',19,287,257,0,0,0,8,41,12.146341,5.776423,9.784071,7.695472,2625,3912,2727,1,-0.716
6195,'2019/05/07 18:01:48:510',19,294,254,10,9.19145,-3.939193,10,42,12.095238,5.876984,9.66969,7.628933,2643,3912,2727,1,-0.716
6196,'2019/05/07 18:01:48:531',19,332,260,44,43.461571,6.862353,34,43,12.83721,6.531007,10.72143,8.672256,2673,3912,2727,1,-0.716
6197,'2019/05/07 18:01:48:562',19,332,260,0,0,0,44,44,12.545455,7.382576,10.77131,10.264812,2694,3912,2727,1,-0.716
6198,'2019/05/07 18:01:48:582',19,368,285,61,50.103569,34.794147,61,45,13.622222,8.574074,12.866958,12.917306,2725,3912,2727,1,-0.716
6199,'2019/05/07 18:01:48:609',19,393,308,48,35.324688,32.498711,4.333333,46,14.369565,8.481884,13.695675,12.788268,2743,3912,2727,1,-0.716
6200,'2019/05/07 18:01:48:629',19,427,320,46,43.377556,15.309726,1,47,15.042553,8.322695,14.310163,12.695496,2771,3912,2727,1,-0.716
6201,'2019/05/07 18:01:48:663',19,441,319,15,14.961881,-1.068706,31,48,15.041667,8.795138,14.157109,12.979218,2792,3912,2727,1,-0.716
6202,'2019/05/07 18:01:48:684',19,476,303,51,46.383198,-21.203747,18,49,15.77551,8.982993,14.920994,12.910448,2825,3912,2727,1,-0.716
6203,'2019/05/07 18:01:48:712',19,493,283,37,23.962992,-28.191755,7,50,16.200001,8.943333,15.069905,12.781107,2846,3912,2727,1,-0.716
6204,'2019/05/07 18:01:48:734',19,504,258,36,14.49859,-32.951344,0.5,51,16.588236,8.777778,15.173893,12.707769,2874,3912,2727,1,-0.716
6205,'2019/05/07 18:01:48:767',19,504,249,9,0,-9,13.5,52,16.442308,8.868589,15.061201,12.599596,2896,3912,2727,1,-0.716
6206,'2019/05/07 18:01:48:799',19,501,229,23,-3.41183,-22.745535,14,53,16.566038,8.965408,14.942851,12.49775,2930,3912,2727,1,-0.716
6207,'2019/05/07 18:01:48:833',19,486,212,32,-21.171892,-23.994812,4.5,54,16.851852,8.882716,14.949485,12.39419,2961,3912,2727,1,-0.716
6208,'2019/05/07 18:01:48:866',19,463,203,32,-29.79977,-11.66078,0,55,17.127274,8.721212,14.950603,12.337173,2996,3912,2727,1,-0.716
6209,'2019/05/07 18:01:48:899',19,442,200,24,-23.758787,-3.394113,4,56,17.25,8.636905,14.842506,12.24077,3028,3912,2727,1,-0.716
6210,'2019/05/07 18:01:48:928',19,431,200,11,-11,0,6.5,57,17.14035,8.599415,14.732664,12.134287,3060,3912,2727,1,-0.716
6211,'2019/05/07 18:01:48:950',19,415,200,16,-16,0,2.5,58,17.120689,8.494253,14.603625,12.054011,3090,3912,2727,1,-0.716
6212,'2019/05/07 18:01:48:980',19,411,201,5,-4.850713,1.212678,11,59,16.915255,8.536723,14.562931,11.954097,3113,3912,2727,1,-0.716
6213,'2019/05/07 18:01:48:999',19,387,207,30,-29.104275,7.276069,12.5,60,17.133333,8.602777,14.537464,11.863399,3142,3912,2727,1,-0.716
6214,'2019/05/07 18:01:49:029',19,387,207,0,0,0,30,61,16.852459,8.953551,14.581764,12.078912,3162,3912,2727,1,-0.716
6215,'2019/05/07 18:01:49:047',19,371,215,24,-21.466251,10.733126,24,62,16.967741,9.196236,14.490209,12.130947,3192,3912,2727,1,-0.716
6216,'2019/05/07 18:01:49:081',19,367,217,6,-5.366563,2.683281,18,63,16.793652,9.335979,14.439148,12.083731,3210,3912,2727,1,-0.716
6217,'2019/05/07 18:01:49:115',19,357,226,19,-14.122589,12.71033,6.5,64,16.828125,9.291666,14.326744,11.992684,3243,3912,2727,1,-0.716
6218,'2019/05/07 18:01:49:150',19,345,242,28,-16.799999,22.4,3,65,17,9.194871,14.281763,11.924189,3277,3912,2727,1,-0.716
6219,'2019/05/07 18:01:49:184',19,338,273,38,-8.369913,37.066757,3.333333,66,17.318182,9.10606,14.405296,11.854086,3311,3912,2727,1,-0.716
6220,'2019/05/07 18:01:49:214',19,335,305,35,-3.266925,34.847198,3,67,17.58209,9.014924,14.458036,11.787568,3347,3912,2727,1,-0.716
6221,'2019/05/07 18:01:49:249',19,345,339,44,12.415318,42.212082,9,68,17.970589,9.014705,14.702999,11.69927,3376,3912,2727,1,-0.716
6222,'2019/05/07 18:01:49:279',19,372,368,56,38.159435,40.986061,6,69,18.52174,8.971014,15.29572,11.618598,3411,3912,2727,1,-0.716
6223,'2019/05/07 18:01:49:301',19,383,374,17,14.924224,8.140486,19.5,70,18.5,9.121428,15.185567,11.602548,3440,3912,2727,1,-0.716
6224,'2019/05/07 18:01:49:333',19,404,378,25,24.558464,4.677803,8,71,18.591549,9.105633,15.096431,11.52014,3463,3912,2727,1,-0.716
6225,'2019/05/07 18:01:49:364',19,446,359,61,55.577583,-25.142241,12,72,19.180555,9.145832,15.800984,11.443811,3494,3912,2727,1,-0.716
6226,'2019/05/07 18:01:49:382',19,463,343,33,24.0306,-22.617035,7,73,19.369864,9.116438,15.774018,11.366838,3524,3912,2727,1,-0.716
6227,'2019/05/07 18:01:49:416',19,468,337,11,7.042028,-8.450434,22,74,19.256756,9.29054,15.69579,11.38763,3545,3912,2727,1,-0.716
6228,'2019/05/07 18:01:49:448',19,482,301,50,18.122313,-46.600235,19.5,75,19.666666,9.426666,15.988453,11.371696,3578,3912,2727,1,-0.716
6229,'2019/05/07 18:01:49:481',19,481,260,42,-1.024086,-41.987514,4,76,19.960526,9.355263,16.086798,11.312771,3610,3912,2727,1,-0.716
6230,'2019/05/07 18:01:49:499',19,474,236,31,-8.68,-29.76,3.666667,77,20.103895,9.281384,16.030058,11.256782,3642,3912,2727,1,-0.716
6231,'2019/05/07 18:01:49:529',19,471,230,9,-4.024922,-8.049845,11,78,19.961538,9.303418,15.975178,11.185138,3661,3912,2727,1,-0.716
6232,'2019/05/07 18:01:49:548',19,457,217,27,-19.785425,-18.372181,9,79,20.050632,9.299578,15.892184,11.113261,3691,3912,2727,1,-0.716
6233,'2019/05/07 18:01:49:578',19,427,211,36,-35.300907,-7.060181,3,80,20.25,9.220833,15.891643,11.065136,3709,3912,2727,1,-0.716
6234,'2019/05/07 18:01:49:602',19,422,211,5,-5,0,15.5,81,20.061728,9.298353,15.882652,11.017873,3740,3912,2727,1,-0.716
6235,'2019/05/07 18:01:49:634',19,412,215,14,-12.998673,5.19947,4.5,82,19.987804,9.239837,15.798494,10.962465,3764,3912,2727,1,-0.716
6236,'2019/05/07 18:01:49:664',19,403,223,17,-12.705958,11.294186,1,83,19.951807,9.140562,15.705294,10.93289,3795,3912,2727,1,-0.716
6237,'2019/05/07 18:01:49:694',19,395,241,26,-10.5596,23.7591,3,84,20.023809,9.06746,15.624336,10.887465,3825,3912,2727,1,-0.716
6238,'2019/05/07 18:01:49:716',19,393,259,20,-2.20863,19.877674,3,85,20.023529,8.996078,15.531057,10.842455,3856,3912,2727,1,-0.716
6239,'2019/05/07 18:01:49:746',19,396,267,11,3.862358,10.299622,3,86,19.918604,8.926356,15.470057,10.797864,3876,3912,2727,1,-0.716
6240,'2019/05/07 18:01:49:766',19,407,277,21,15.538741,14.126128,2.5,87,19.931034,8.85249,15.380291,10.756989,3906,3912,2727,1,-0.716
6241,'2019/05/07 18:01:49:794',19,407,277,0,0,0,10.5,88,19.704546,8.871212,15.438541,10.696428,3928,3912,2727,1,-0.716
6242,'2019/05/07 18:01:49:815',19,422,280,18,17.650454,3.530091,6,89,19.685392,8.838951,15.351632,10.639836,3955,3912,2727,1,-0.716
6243,'2019/05/07 18:01:49:846',19,439,275,22,21.106041,-6.207659,1.333333,90,19.711111,8.755555,15.267092,10.60943,3977,3912,2727,1,-0.716
6244,'2019/05/07 18:01:49:866',19,444,272,8,6.859944,-4.115966,7,91,19.582418,8.736263,15.231594,10.55193,4007,3912,2727,1,-0.716
6245,'2019/05/07 18:01:49:894',19,456,261,23,16.954546,-15.541667,5,92,19.619566,8.695651,15.151863,10.50102,4027,3912,2727,1,-0.716
6246,'2019/05/07 18:01:49:914',19,465,246,24,12.347898,-20.57983,1,93,19.666666,8.612903,15.076135,10.474237,4056,3912,2727,1,-0.716
6247,'2019/05/07 18:01:49:945',19,466,240,7,1.150793,-6.904757,8.5,94,19.531916,8.611701,15.051667,10.417777,4076,3912,2727,1,-0.716
6248,'2019/05/07 18:01:49:965',19,464,214,28,-2.147502,-27.917526,10.5,95,19.621052,8.631578,14.99658,10.36403,4106,3912,2727,1,-0.716
6249,'2019/05/07 18:01:49:996',19,464,214,0,0,0,7,96,19.416666,8.614583,15.051258,10.310678,4126,3912,2727,1,-0.716
6250,'2019/05/07 18:01:50:017',19,461,204,13,-3.735523,-12.451741,3.25,97,19.350515,8.559278,14.986829,10.27129,4157,3912,2727,1,-0.716
6251,'2019/05/07 18:01:50:048',19,459,201,5,-2.773501,-4.160252,2,98,19.204082,8.492347,14.979682,10.23967,4177,3912,2727,1,-0.716
6252,'2019/05/07 18:01:50:067',19,454,196,10,-7.071068,-7.071068,1.666667,99,19.111111,8.4234,14.931741,10.210363,4207,3912,2727,1,-0.716
6253,'2019/05/07 18:01:50:098',19,446,188,16,-11.313708,-11.313708,1.5,100,19.08,8.354166,14.859396,10.182228,4227,3912,2727,1,-0.716
6254,'2019/05/07 18:01:50:120',19,442,183,9,-5.622255,-7.027819,1.75,101,18.980198,8.288778,14.818893,10.15248,4258,3912,2727,1,-0.716
6255,'2019/05/07 18:01:50:147',19,441,180,4,-1.264911,-3.794733,1,102,18.833334,8.217319,14.819767,10.127843,4278,3912,2727,1,-0.716
6256,'2019/05/07 18:01:50:167',19,437,166,18,-4.94498,-17.30743,4.666667,103,18.825243,8.182848,14.747168,10.084147,4308,3912,2727,1,-0.716
6257,'2019/05/07 18:01:50:193',19,437,153,13,0,-13,1.25,104,18.76923,8.116186,14.686519,10.058076,4327,3912,2727,1,-0.716
6258,'2019/05/07 18:01:50:216',19,437,151,2,0,-2,3.666667,105,18.609524,8.07381,14.707073,10.019013,4354,3912,2727,1,-0.716
6259,'2019/05/07 18:01:50:250',19,440,147,7,4.2,-5.6,1.25,106,18.5,8.009434,14.680243,9.993195,4376,3912,2727,1,-0.716
6260,'2019/05/07 18:01:50:283',19,445,143,9,7.027819,-5.622255,0.666667,107,18.411215,7.94081,14.639667,9.971243,4411,3912,2727,1,-0.716
6261,'2019/05/07 18:01:50:313',19,450,140,8,6.859944,-4.115966,0.25,108,18.314816,7.869599,14.605497,9.952094,4443,3912,2727,1,-0.716
6262,'2019/05/07 18:01:50:336',19,450,140,0,0,0,1.6,109,18.14679,7.812079,14.643179,9.924097,4472,3912,2727,1,-0.716
6263,'2019/05/07 18:01:50:362',19,453,138,5,4.160252,-2.773501,1.25,110,18.027273,7.752424,14.629654,9.898265,4496,3912,2727,1,-0.716
6264,'2019/05/07 18:01:50:382',19,453,138,0,0,0,1.666667,111,17.864864,7.697598,14.663178,9.870086,4523,3912,2727,1,-0.716
